name,knn-1 accuracy stdev,knn-1 accuracy mean,knn-1 accuracy min,knn-1 accuracy max,knn-1 accuracy,knn-1 precision stdev,knn-1 precision mean,knn-1 precision min,knn-1 precision max,knn-1 precision,knn-1 f1 stdev,knn-1 f1 mean,knn-1 f1 min,knn-1 f1 max,knn-1 f1,knn-5 accuracy stdev,knn-5 accuracy mean,knn-5 accuracy min,knn-5 accuracy max,knn-5 accuracy,knn-5 precision stdev,knn-5 precision mean,knn-5 precision min,knn-5 precision max,knn-5 precision,knn-5 f1 stdev,knn-5 f1 mean,knn-5 f1 min,knn-5 f1 max,knn-5 f1,knn-5 accuracy_top5 stdev,knn-5 accuracy_top5 mean,knn-5 accuracy_top5 min,knn-5 accuracy_top5 max,knn-5 accuracy_top5,knn-1_crossvideo accuracy stdev,knn-1_crossvideo accuracy mean,knn-1_crossvideo accuracy min,knn-1_crossvideo accuracy max,knn-1_crossvideo accuracy,knn-1_crossvideo precision stdev,knn-1_crossvideo precision mean,knn-1_crossvideo precision min,knn-1_crossvideo precision max,knn-1_crossvideo precision,knn-1_crossvideo f1 stdev,knn-1_crossvideo f1 mean,knn-1_crossvideo f1 min,knn-1_crossvideo f1 max,knn-1_crossvideo f1,knn-5_crossvideo accuracy stdev,knn-5_crossvideo accuracy mean,knn-5_crossvideo accuracy min,knn-5_crossvideo accuracy max,knn-5_crossvideo accuracy,knn-5_crossvideo precision stdev,knn-5_crossvideo precision mean,knn-5_crossvideo precision min,knn-5_crossvideo precision max,knn-5_crossvideo precision,knn-5_crossvideo f1 stdev,knn-5_crossvideo f1 mean,knn-5_crossvideo f1 min,knn-5_crossvideo f1 max,knn-5_crossvideo f1,knn-5_crossvideo accuracy_top5 stdev,knn-5_crossvideo accuracy_top5 mean,knn-5_crossvideo accuracy_top5 min,knn-5_crossvideo accuracy_top5 max,knn-5_crossvideo accuracy_top5
Embedding-SwinV2-Large-CXL-Open,0.022763442813000277,0.92857143878,0.9017857909,0.959821403,0.9319196492,0.03436289793989485,0.91937872172,0.8829221725,0.9671981335,0.928492859,0.02742092628036466,0.91927336454,0.8941378593,0.9591239095,0.9255572408,0.03265339592697202,0.8616071701,0.8392857909,0.9151785374,0.8660714626,0.03709646161722666,0.83979156016,0.8072750568,0.9013955593,0.8427605778,0.040236427270665655,0.83807040452,0.808417201,0.9039142728,0.8435693383,0.008587218600410144,0.97857142688,0.96875,0.991071403,0.9810267836,0.1333602844076419,0.5407977819199999,0.3763440251,0.7424242496,0.5549445897,0.17004403276386318,0.64425399302,0.5114482641,0.9248484969,0.6774554253,0.14941838285964473,0.56582655906,0.4162986279,0.811502099,0.5852681398,0.15674749472224966,0.47997891904,0.2795698643,0.7045453787,0.4841841683,0.22010957341539916,0.5598302126,0.3123655915,0.916569531,0.573521629,0.16965096483807804,0.49168615938,0.2930072546,0.7573272586,0.4996688291,0.05465518504606777,0.843897295,0.8086419702,0.9393939376,0.849608466
Embedding-SwinV2-Large-CXL-Open-QAT&KD,0.012626879737420837,0.9285714149400001,0.9196429253,0.9508928061,0.9285714149,0.02079016368691056,0.92404586078,0.8970272541,0.9555286765,0.9240458608,0.016049358537537816,0.9222343683399999,0.9059662819,0.9489629865,0.9222343683,0.02306788798937113,0.8580356836399999,0.8214285374,0.8794643283,0.8580356836,0.02050206983862828,0.83228577376,0.8061917424,0.8605152369,0.8322857738,0.02521031429974592,0.83380167484,0.7924868464,0.858902812,0.8338016748,0.01246805484074658,0.97589285372,0.9642857313,0.991071403,0.9758928537,0.13682035319673935,0.69058605432,0.5376343727,0.8961039186,0.6905860543,0.12146018510750495,0.7516683221,0.6172789335,0.9299440384,0.7516683221,0.1280433774020747,0.70619267224,0.5538024902,0.8950951695,0.7061926723,0.1333660811774714,0.63883700966,0.4838709533,0.7857142687,0.6388370097,0.12671803909494334,0.68411353826,0.5313643813,0.8658621311,0.6841135383,0.12355488603485176,0.6304139912,0.4658414423,0.7676507235,0.6304139912,0.05464512476483976,0.91504124402,0.8387096524,0.9772727489,0.915041244
Embedding-EfficientNet-Medium-CXL-OpenSet,0.10595509899083355,0.78392857314,0.616071403,0.8883928061,0.7839285731,0.10419815347100277,0.77356170416,0.6021522284,0.8709167242,0.7735617042,0.10497689575413595,0.76975324154,0.6010422111,0.8772835135,0.7697532415,0.11252304221633244,0.69374998808,0.522321403,0.8169643283,0.6937499881,0.12660914055191586,0.66053619982,0.463678509,0.7863764167,0.6605361998,0.11711915932742294,0.654886961,0.4731807113,0.7849029899,0.654886961,0.0673056697225328,0.89017857314,0.7767857313,0.9508928657,0.8901785731,0.019846058803842128,0.31231483222,0.2878787816,0.337662369,0.3123148322,0.08669983881435188,0.43779848218,0.2982078791,0.5258809924,0.4377984822,0.0327445805360242,0.3474911332,0.2916471958,0.3740032017,0.3474911332,0.02320963417038528,0.28765065074,0.2575757504,0.3157895207,0.2876506507,0.06568081822469263,0.36784399153999997,0.2835125327,0.4528164566,0.3678439915,0.02463457694475273,0.30682742596,0.2883985639,0.3494357467,0.306827426,0.0379943807498287,0.6510233521400001,0.5987654328,0.6842105389,0.6510233521
Embedding-EfficientNet-Medium-CXL-OpenSet-QAT&KD,0.2022178720289007,0.62321429848,0.4508928955,0.8705357313,0.6232142985,0.19747657411011776,0.60660057068,0.4502440393,0.8457954526,0.6066005707,0.20146873499330661,0.60950402618,0.443487674,0.8559468389,0.6095040262,0.19166813633760696,0.56517857906,0.3973214924,0.803571403,0.5651785791,0.17747570772042226,0.54315066936,0.4039462805,0.7791284323,0.5431506693,0.1859600668859028,0.54256129862,0.3880899549,0.7860246301,0.5425612986,0.12063488594627506,0.7892857194,0.678571403,0.9330357313,0.7892857194,0.29904466224195136,0.30960878653999996,0.0526315831,0.6818181872,0.3096087866,0.30314681790701853,0.38942553548,0.0953404978,0.7947247028,0.3894255355,0.30345166035570464,0.32853380812,0.0565003417,0.7169946432,0.3285338081,0.3073554102057517,0.2788578704,0.042105265,0.6590908766,0.2788578704,0.3071243498061051,0.35100989192,0.1096774265,0.7799485326,0.3510098919,0.3086967234947497,0.29460399896,0.050566189,0.692085743,0.294603999,0.281797460213487,0.56182653904,0.3118279576,0.8787878752,0.561826539
Embedding-EfficientNet-Medium-CXL-OpenSet-QAT,0.2068077939438237,0.6741071522,0.3928571641,0.8571429849,0.6741071522,0.20417453459217383,0.66243098974,0.3928980827,0.8347940445,0.6624309897,0.20226597216862874,0.6620075047,0.3905561864,0.8382481337,0.6620075047,0.1640404549341643,0.6062499702,0.4017857313,0.7589285374,0.6062499702,0.1588588297048178,0.57950522304,0.3776729107,0.741132319,0.579505223,0.15664210631001677,0.57905133962,0.3826170564,0.7188725471,0.5790513396,0.11028682882645478,0.8375,0.6696428657,0.9241071343,0.8375,0.06823882352809531,0.21941709816,0.1358024776,0.3263158202,0.2194170982,0.0850312056174381,0.33748809696,0.2516475916,0.424133569,0.337488097,0.06196600227431879,0.25494936108,0.1749384403,0.3438193202,0.2549493611,0.05909962666353363,0.20917034148,0.1172839403,0.2631579041,0.2091703415,0.08485249665358315,0.28390963974,0.1851218045,0.3958297372,0.2839096397,0.06378122808254293,0.23314809502,0.1388816983,0.2965350449,0.233148095,0.13019536954584557,0.57695866226,0.4382716119,0.7789473534,0.5769586623
Embedding-EfficientNet-Medium-CXL-OpenSet-QAT&KD,0.07957206251763652,0.57946429848,0.4687500298,0.6919643283,0.5794642985,0.0675870909474512,0.56803364754,0.4719721675,0.658239603,0.5680336475,0.07348147995422785,0.56719656586,0.4663737714,0.6713261604,0.5671965659,0.06277045635885775,0.50803573132,0.4330357313,0.6071428657,0.5080357313,0.05116736151966458,0.48878177404,0.4184504151,0.5561691523,0.488781774,0.05096602467772027,0.48480452896,0.4209225476,0.5625347495,0.484804529,0.03659626728258104,0.7625,0.709821403,0.8080357313,0.7625,0.11513888615846578,0.16937029064,0.042105265,0.3257576227,0.1693702906,0.16158529404799238,0.27368125318000003,0.0812837332,0.5117998719,0.2736812532,0.12399306962590523,0.19453476518,0.0676691756,0.3575521708,0.1945347652,0.10484108885209555,0.13513911962,0.0210526325,0.2469135821,0.1351391196,0.13523664508954525,0.18696375562,0.0363636389,0.3170247078,0.1869637556,0.11421416072205073,0.1501648143,0.0254847668,0.2685912848,0.1501648143,0.1402183132598819,0.41864833238,0.2795698941,0.5833333135,0.4186483324
Embedding-EfficientNet-Medium-CXL-OpenSet-QAT,0.2501315208431354,0.59107145072,0.375,0.875,0.5910714507,0.23320252915454703,0.59111932516,0.3893235326,0.8526918292,0.5911193252,0.239061790475212,0.5841632008600001,0.3797769248,0.8548446894,0.5841632009,0.2411829578145113,0.5678571343400001,0.3705357313,0.8571428061,0.5678571343,0.2247125017869503,0.54448450206,0.3418962955,0.814291954,0.5444845021,0.23347107517825014,0.5462141812,0.3504014909,0.8296886683,0.5462141812,0.14210882139453768,0.7875,0.6607142687,0.946428597,0.7875,0.17177134237344027,0.1976194933,0.042105265,0.4924242496,0.1976194933,0.25202167408823095,0.31246504336,0.0757310018,0.7339466214,0.3124650434,0.1934536809357963,0.22749106586,0.0388021767,0.5534427762,0.2274910659,0.19450127719006968,0.1850123823,0.0315789506,0.5227272511,0.1850123823,0.2609922009986836,0.29573574068,0.0815789551,0.7492209673,0.2957357407,0.20476601219931323,0.20526914818,0.0350132622,0.5601534843,0.2052691482,0.19774996898022434,0.48568795322,0.2631579041,0.7651515007,0.4856879532
Embedding-SwinV2-Small-CXL-Open-QAT,0.02084394034705171,0.90357141496,0.8794643283,0.9330356717,0.9035714149,0.020768847749384204,0.88601300716,0.8532063365,0.9056187272,0.8860130072,0.021220489455392327,0.88900702002,0.8603745103,0.9155467749,0.88900702,0.021081611687642082,0.8464285969800001,0.8125000596,0.8705356717,0.846428597,0.024054354808370534,0.81558574438,0.7793023586,0.8420125246,0.8155857444,0.02677477654947647,0.8176230907400001,0.7761141062,0.848023653,0.8176230907,0.01018012762510135,0.95892857314,0.946428597,0.96875,0.9589285731,0.07687652148448902,0.42547564506,0.290322572,0.4696969986,0.4254756451,0.1366664674827031,0.5102449894,0.3435313404,0.7185685635,0.5102449894,0.08198893552289378,0.44210941196,0.3030651808,0.5161368847,0.442109412,0.10811184231234686,0.40582831204,0.2150537819,0.4772727191,0.405828312,0.1374762581946538,0.45593606828,0.3073476851,0.6776078343,0.4559360683,0.09758962287043312,0.40602795182,0.2441372126,0.5093696117,0.4060279518,0.10434901947532908,0.72696459292,0.5483871102,0.8000000119,0.7269645929
Embedding-SwinV2-Small-CXL-Open,0.024533269959601024,0.90267857312,0.875,0.9285715222,0.8962053806,0.025436698403797295,0.88156099318,0.8510638475,0.9140257835,0.8734447956,0.024793906520110643,0.88757213356,0.8572404385,0.9152677655,0.8806482255,0.023622782374192675,0.83928573132,0.8080357313,0.8705357313,0.8370535821,0.03494912566792885,0.80220097304,0.7414029241,0.8273283243,0.796918422,0.028745319181416675,0.80905839206,0.7641584873,0.8433496356,0.8085203767,0.007470171660889882,0.9526785612199999,0.9419642687,0.959821403,0.9531249851,0.09880747015793519,0.45696167348,0.3118279278,0.5740740299,0.4422547147,0.15886831200885473,0.54154572488,0.3701314032,0.8010184765,0.5489672422,0.08384254738853342,0.45900234582,0.3238314092,0.5377969742,0.4464621022,0.11678719634352007,0.42635514438,0.2365591377,0.537037015,0.41715445,0.18160336680638103,0.49212898612,0.3273071051,0.7982397079,0.4948918,0.10536336008011796,0.42233934404,0.2624305487,0.532753706,0.4189217687,0.10681087186960808,0.76646237374,0.6021505594,0.8631578684,0.7422885001
Embedding-SwinV2-Small-CXL-Open-QAT&KD,0.00892858951250681,0.9285714268599999,0.9151785374,0.9375,0.9285714269,0.007468316117409598,0.92564668658,0.917128861,0.9322521091,0.9256466866,0.007777700446222718,0.92257224322,0.9138185978,0.9294744134,0.9225722432,0.022231951787780934,0.8633928299,0.8392856717,0.8839285374,0.8633928299,0.024901193234276774,0.84105809926,0.8093085885,0.8704760075,0.8410580993,0.028604914416917683,0.84059349296,0.7993096113,0.8667283058,0.840593493,0.010277545505943902,0.97589286566,0.9642857313,0.991071403,0.9758928657,0.10103657361331576,0.73923424482,0.6344085932,0.8701299429,0.7392342448,0.09604955601148113,0.79320142268,0.6693637371,0.9056704044,0.7932014227,0.10440061043078436,0.74303447008,0.6269799471,0.8703526258,0.7430344701,0.14634594518834762,0.69113404156,0.4946236312,0.83116889,0.6911340415,0.16150603881111672,0.71301056146,0.5149191022,0.8849092126,0.7130105615,0.15593778126726443,0.6799260258600001,0.4687082767,0.8325330019,0.6799260259,0.061192866767171915,0.90646550654,0.8172042966,0.9772727489,0.9064655066
Embedding-SwinV2-Base-CXL-Open-QAT,0.01206185706033238,0.93035713434,0.9107142091,0.9419642091,0.9303571343,0.013158860487504842,0.9247744322,0.9024933577,0.9359327555,0.9247744322,0.01493491289693579,0.92112603188,0.8975048661,0.9320255518,0.9211260319,0.026673850718393108,0.88035714626,0.8348214626,0.9017857313,0.8803571463,0.025549184114964527,0.86535589694,0.8256077766,0.893687427,0.8653558969,0.02901384080707322,0.86163886786,0.8139249086,0.8873516917,0.8616388679,0.010751412417016246,0.97589285374,0.9642857313,0.991071403,0.9758928537,0.12246672832617099,0.52745779754,0.3333333135,0.6287878752,0.5274577975,0.1668344563549038,0.59497386216,0.369700253,0.8250030279,0.5949738622,0.13331554697794454,0.53591184618,0.3287177086,0.6746647358,0.5359118462,0.11368443275479644,0.49259774092,0.3333333135,0.6287878752,0.4925977409,0.1844749153835057,0.56558181046,0.3325630426,0.7542520761,0.5655818105,0.12208651666299085,0.49186471104,0.3217415512,0.6424399614,0.491864711,0.0922087878350009,0.79855440854,0.6344085932,0.8526315689,0.7985544086
Embedding-SwinV2-Base-CXL-Open-QAT&KD,0.012468061253566217,0.92678575514,0.9062500596,0.9375000596,0.9267857552,0.02205979823146628,0.91428570748,0.877604425,0.930501163,0.9142857075,0.01775465083809327,0.91675310136,0.8877592087,0.9304561615,0.9167531013,0.029103592300464692,0.8526785850599999,0.8080357313,0.883928597,0.8526785851,0.026681859507225406,0.83800879716,0.8082013726,0.866952002,0.8380087972,0.03369817081447002,0.82935941218,0.7802988291,0.8663448095,0.8293594122,0.02036026966024642,0.97053570748,0.9375,0.991071403,0.9705357075,0.12483595927245557,0.68541094064,0.5684210658,0.8831169605,0.6854109406,0.09297301973567336,0.75200505258,0.6825376153,0.890363574,0.7520050526,0.11009028368505974,0.69625723362,0.606467247,0.8764830232,0.6962572336,0.14019368869909976,0.64437164066,0.4838709831,0.7922078371,0.6443716407,0.11910655603916827,0.70721369984,0.5729646683,0.8148311973,0.7072136998,0.12601927477867367,0.64456601742,0.4899323881,0.7741221786,0.6445660174,0.06991536125983576,0.8821045160400001,0.7956989408,0.9545454383,0.882104516
Embedding-SwinV2-Base-CXL-Open,0.007985948282997802,0.93839287758,0.9285714626,0.9464286566,0.9408482313,0.00803687863929222,0.93331558702,0.9208680987,0.9420892,0.9364274591,0.010419339681991248,0.9306459665,0.9150265455,0.9404802918,0.9345508218,0.02465481869051683,0.87946429252,0.84375,0.90625,0.8828125,0.03259829549985726,0.8566169381400001,0.8169066906,0.8843804598,0.8644034714,0.03194926597844091,0.85476502176,0.8134499788,0.8870748281,0.8612371981,0.012387894409543057,0.9767857194,0.9642857313,0.9955357313,0.9799107164,0.1410025400073353,0.5677872777,0.3440859914,0.7098765373,0.578155145,0.1697965844917052,0.65057593584,0.4137570858,0.8507551551,0.6740403622,0.13437837459037708,0.57949622274,0.3635880053,0.6830880046,0.5907864943,0.1314505785346757,0.53855715396,0.3118279278,0.6287878752,0.5389859155,0.18321603680402315,0.60687014462,0.3732421398,0.8500865698,0.634621501,0.12983563964979475,0.53999441862,0.3291258216,0.6537750959,0.5486661643,0.11055383117611874,0.81252529624,0.6344085932,0.9090909362,0.8209197819
Embedding-ViT-DinoV2-CXL-OpenSet,0.02011407004993447,0.9571428537200001,0.9241071343,0.9732142687,0.9654017836,0.021403864068513596,0.94973167182,0.9123659134,0.9636951089,0.9590731114,0.021674187309998528,0.95104739666,0.9143742323,0.968031168,0.9602156878,0.02328289118585705,0.8892857194,0.8526785374,0.90625,0.8984375149,0.02818273590135585,0.86649535896,0.8252846003,0.8995135427,0.8767980486,0.028918400045434833,0.86765916346,0.8217847943,0.8920333385,0.8791277558,0.005090070341172314,0.98035714628,0.9732142687,0.9866071343,0.9821428657,0.08689969155545677,0.72730993032,0.5789473653,0.8051948547,0.7644005716,0.16555981293105246,0.8074305534399999,0.5128173232,0.8997715712,0.881083861,0.1157442520442938,0.73901623486,0.5387600064,0.8184446096,0.789080292,0.08829349448641263,0.67442063092,0.5473684072,0.7878787518,0.7061836869,0.1375844692402995,0.73094058036,0.5100238919,0.8904275298,0.7861697525,0.10666106379035489,0.6757091521999999,0.5169876814,0.8170497417,0.7153895199,0.05421634328986648,0.9209771037200001,0.83157897,0.9696969986,0.9433266371
Embedding-ViT-DinoV2-CXL-OpenSet-QAT&KD,0.016523901513412636,0.93214286568,0.9107142687,0.9508928657,0.9321428657,0.017341202393144114,0.9290001034800001,0.9117307663,0.9493013024,0.9290001035,0.017845895953491606,0.92636575698,0.9075914025,0.946218729,0.926365757,0.02497605362819236,0.86875001194,0.8437499404,0.9017856717,0.8687500119,0.031106229681271007,0.85039932728,0.8184673786,0.883787632,0.8503993273,0.028861742403480956,0.84837268592,0.8141483665,0.8854712844,0.8483726859,0.0050900782127646284,0.97589286568,0.96875,0.9821428657,0.9758928657,0.08932278475996924,0.76194163562,0.6210526228,0.8701299429,0.7619416356,0.041000598582287,0.8374984026,0.7807852626,0.8921311498,0.8374984026,0.07501336009333888,0.77510629892,0.6669842601,0.8732015491,0.7751062989,0.1074259554987069,0.7264348507,0.5684210658,0.8441559076,0.7264348507,0.06516819106546928,0.78646731376,0.6970927715,0.8555069566,0.7864673138,0.09640275293368931,0.72737534048,0.6067932844,0.8366686702,0.7273753405,0.04094866160669186,0.9357546091,0.8631578684,0.9610389471,0.9357546091
Embedding-ViT-DinoV2-CXL-OpenSet-QAT,0.0156568363570476,0.95803568362,0.9330357313,0.9732143283,0.9642856717,0.018994990385470357,0.95623806716,0.9254124761,0.9725954533,0.9639444649,0.018698588675106747,0.95417493582,0.9234296679,0.9709311128,0.9618612528,0.030832693046271304,0.90267852546,0.8526784778,0.9330356717,0.9151785374,0.03746555350728243,0.8826303601,0.8227396607,0.9251812696,0.897603035,0.039090908863379334,0.88365507124,0.8195968866,0.9228400588,0.8996696174,0.011205267019275605,0.98392857314,0.96875,1.0,0.9877232164,0.07904881181328087,0.74408483504,0.6526315808,0.8636364341,0.7669481486,0.04687600308160522,0.8148349285200001,0.7598927617,0.8898268938,0.8285704702,0.08201113690071632,0.74310805796,0.6428427696,0.8707658052,0.7681743801,0.1082728185793848,0.6821890831,0.5263157487,0.8246753812,0.7211574167,0.13209779270554686,0.74370882508,0.5171291232,0.8574699759,0.8003537506,0.11942737576260669,0.67751211524,0.4966947138,0.8317602873,0.7227164656,0.03936084099202593,0.92359508274,0.8842105269,0.9740259647,0.9334412217
Embedding-ResNet-50-CXL-OpenSet-QAT&KD,0.028057597940141604,0.79464287758,0.7544643283,0.8214286566,0.7946428776,0.026868586910128518,0.7732234478000001,0.7306391597,0.7925850153,0.7732234478,0.02985581953128167,0.77596156598,0.7296123505,0.8000742793,0.775961566,0.03118617514385098,0.73035713436,0.678571403,0.758928597,0.7303571343,0.037987595442730664,0.67964541912,0.6141345501,0.7130393386,0.6796454191,0.03805864419316087,0.6945299506,0.629324615,0.7266193032,0.6945299506,0.0132432103062657,0.89910714626,0.883928597,0.9196428657,0.8991071463,0.03550798143614051,0.4150515318,0.378947407,0.462962985,0.4150515318,0.036459675943825647,0.4994079888,0.4702755809,0.5623569489,0.4994079888,0.03569196075295905,0.44301032424000003,0.406630069,0.4897395372,0.4430103242,0.05492637069071496,0.40065540074,0.3409090936,0.4610389769,0.4006554008,0.06574489845267471,0.44955572486,0.3446906209,0.5219883323,0.4495557249,0.05674320349155438,0.41167443991999997,0.3204582036,0.4635720551,0.4116744399,0.04770397911326941,0.7002718568,0.6344085932,0.7530864477,0.7002718568
Embedding-ResNet-50-CXL-OpenSet,0.042186909714107164,0.74285719394,0.6919643879,0.7857143283,0.7321429104,0.04060098617500301,0.7267867326799999,0.6804401875,0.7709826231,0.7157377601,0.0391984932479858,0.72634962798,0.6849384308,0.7670629621,0.7161712945,0.04916799309044698,0.68928570748,0.6339285374,0.7455357313,0.6774553508,0.06403857514779483,0.6416200161,0.5607504845,0.7245643139,0.6342307627,0.05250216598147167,0.65232055186,0.589915812,0.7197920084,0.6427861452,0.03529326343660598,0.85714285372,0.821428597,0.897321403,0.8482142836,0.04805157684365237,0.25874301792,0.1789473593,0.3010752797,0.2786919326,0.07828380832843368,0.38039503692,0.3016290665,0.4836938977,0.4000865296,0.04567126200631172,0.29115914108,0.214214623,0.3291502893,0.3103952706,0.039914703864107705,0.22759620846,0.1578947306,0.2580645084,0.2450215779,0.06595680171180512,0.33662090006,0.2341923863,0.4065061808,0.3622280285,0.04150028401035242,0.2527494192,0.1879681051,0.2994177341,0.2689447477,0.052308095087040686,0.53155068754,0.4838709533,0.6210526228,0.5091752037
Embedding-ResNet-50-CXL-OpenSet-QAT,0.019356689573837817,0.74374998808,0.7142856717,0.7633928061,0.7437499881,0.01213246828457521,0.72361758944,0.7081735134,0.741972506,0.7236175895,0.01755839321050355,0.7269676566,0.6991561055,0.7475429773,0.7269676566,0.01774519353866724,0.67142856122,0.65625,0.7008928657,0.6714285612,0.011444179027150113,0.62821526528,0.6139647365,0.6410238147,0.6282152653,0.017879924333654023,0.63819149732,0.620252192,0.663810432,0.6381914973,0.014671132945379637,0.8857142806,0.8616071343,0.897321403,0.8857142806,0.0437097236098472,0.26729612948,0.1935483813,0.3086419702,0.2672961295,0.05283926546566983,0.3601766646,0.279471457,0.4058499336,0.3601766646,0.0410743760734044,0.29713843762,0.2237756699,0.3173876703,0.2971384376,0.05588658089713284,0.23181394936000002,0.1612903327,0.3106060922,0.2318139493,0.06413685531436314,0.33061726688,0.2451379001,0.4222048819,0.3306172669,0.04850900790675458,0.26271646916,0.1915960163,0.3259021342,0.2627164692,0.056064952798083295,0.6161237359,0.5268816948,0.6818181872,0.6161237359
Embedding-ViT-Large-CXL-OpenSet-QAT,0.028654974766134718,0.80714288948,0.7633929253,0.834821403,0.8071428895,0.03882477650713318,0.7846401214600001,0.7220935822,0.8191735744,0.7846401215,0.03449610714561107,0.78735990524,0.7336755395,0.8188135624,0.7873599052,0.019561536427211937,0.72232140304,0.6919642091,0.741071403,0.722321403,0.02487149878223197,0.68495235444,0.6598012447,0.7140193582,0.6849523544,0.02156948486378519,0.68667579888,0.6569995284,0.709618926,0.6866757989,0.011205256323974394,0.92589286568,0.915178597,0.9419642687,0.9258928657,0.05629028392765192,0.37270593046,0.2903226018,0.4480519593,0.3727059305,0.07408077456789738,0.46115923523999997,0.3504224122,0.5311063528,0.4611592352,0.06487006994238256,0.39136989714,0.2938413918,0.4737710357,0.3913698971,0.08708855079074306,0.3390228927,0.204301089,0.415584445,0.3211470321,0.08991431003002742,0.36229305864,0.2212394476,0.4548174143,0.360285297,0.07962250494099575,0.33326182366,0.208981961,0.4248179197,0.3254369274,0.08830931087105463,0.70996387006,0.580645144,0.8181818128,0.697981149
Embedding-ViT-Large-CXL-OpenSet-QAT,0.029171984442243514,0.8044642925200001,0.7544642687,0.8303571343,0.8024553508,0.03474543991518358,0.7768956422600001,0.7202032804,0.8146446347,0.7745567411,0.030977255248103394,0.7852472901199999,0.7326378822,0.815192461,0.7830939144,0.03962916286126086,0.72053565982,0.6517856717,0.7544641495,0.7176338732,0.05369758901047349,0.67890280486,0.5862401724,0.7140193582,0.6717009097,0.04419670742204786,0.68516875506,0.6082758904,0.7180116177,0.681713447,0.024654826779883995,0.91517858506,0.875,0.9375,0.9151785821,0.08761485639573113,0.35504006445999997,0.2150537521,0.4480519593,0.3595895506,0.10732716793979018,0.44242875578,0.2643080056,0.5311063528,0.4450950399,0.09169258488399153,0.3809445113,0.2299409062,0.4737710357,0.3828108497,0.08679918495462267,0.32808742820000003,0.1935483962,0.415584445,0.3153724335,0.09760674509035953,0.37772060634,0.2317762673,0.4561403692,0.3581156656,0.08652286420417679,0.33224464358,0.202060923,0.4248179197,0.3187853359,0.08212321149020846,0.72451794148,0.6236559153,0.8181818128,0.7056474239
Embedding-ViT-Large-CXL-OpenSet,0.022631788322894076,0.8044643044600001,0.772321403,0.8258928657,0.8080357313,0.023315836683109166,0.78371356726,0.7462248206,0.8049449921,0.785259515,0.02344557529180163,0.78787338732,0.7546610236,0.8120889664,0.7915785015,0.008587203097867169,0.73303569556,0.7232142687,0.7455356121,0.732142821,0.02364813456385605,0.7056993842,0.6706033945,0.728085041,0.7144733816,0.013607232408619097,0.70049810408,0.6826072335,0.7136186361,0.7049708217,0.01711631903019947,0.90535714626,0.883928597,0.928571403,0.9073660821,0.021254750137518104,0.32202969194000003,0.3010752499,0.3578947484,0.3130634278,0.05177195281497245,0.40316584705999997,0.3362006843,0.4817649722,0.4034602344,0.01906816892120931,0.34206255674,0.3147605062,0.3684982061,0.3354536444,0.04226294950943702,0.30749728086,0.2592592537,0.3578947783,0.2948979065,0.062420011905497834,0.36865292788,0.3045435548,0.4486124516,0.3698748648,0.03795581906165762,0.3199584484,0.2784641683,0.3577924371,0.3153293654,0.06006325490243724,0.65395267008,0.6103895903,0.7473683953,0.6305987388
Embedding-ViT-Large-CXL-OpenSet-QAT&KD,0.016703835597301556,0.91964285376,0.9017857313,0.946428597,0.9196428537,0.026883200413171028,0.90858978032,0.8803888559,0.9508382082,0.9085897803,0.021880368894384845,0.90762611628,0.8819282055,0.9424055219,0.9076261163,0.03197502186817089,0.8544642687,0.803571403,0.883928597,0.8544642687,0.036831349130611334,0.82983242274,0.7714173794,0.870814085,0.8298324227,0.037476301494592135,0.83106187582,0.7703571916,0.8636954427,0.8310618758,0.017404990026582943,0.96517856122,0.9375,0.9821428657,0.9651785612,0.11590619426115187,0.71728132964,0.5894736648,0.8961039782,0.7172813296,0.12997462620370467,0.74444053174,0.5700648427,0.9054527879,0.7444405317,0.12288392652800095,0.71404198408,0.5749819875,0.8968684673,0.7140419841,0.13717590041911873,0.6671886802,0.4947368503,0.8311688304,0.6671886802,0.1295151611633137,0.71741189958,0.5965844393,0.8962326646,0.7174118996,0.1297153672625603,0.6663594603399999,0.5292628407,0.8260592818,0.6663594604,0.05799808187669472,0.90923674106,0.8387096524,0.9696969986,0.9092367411
Embedding-ViT-Large-CXL-OpenSet,0.016822718238032424,0.8160714388,0.790178597,0.8348214626,0.8160714388,0.032230365964147016,0.79340099098,0.7492834926,0.8347808719,0.793400991,0.02351828823838735,0.79792500734,0.7644950747,0.8234589696,0.7979250073,0.027986488327815147,0.7428571701,0.7053571343,0.7723214626,0.7428571701,0.03860897053674166,0.69622156618,0.638961494,0.7326350808,0.6962215662,0.029829213296070526,0.70822252034,0.6728829741,0.7428417206,0.7082225204,0.01878186626005434,0.91874999998,0.8928571343,0.9375,0.91875,0.0737494359849427,0.27309004366,0.1623376608,0.3560605943,0.2730900437,0.13451102648691377,0.38607239126,0.2735438943,0.6153919101,0.3860723913,0.08291143281361764,0.30453954638,0.1952730268,0.4218093753,0.3045395464,0.08494409858381528,0.27855842114,0.1753246784,0.3939394057,0.2785584211,0.09448431344938114,0.37191714644,0.2970973551,0.5302388668,0.3719171464,0.08397017131830158,0.30631712676,0.2136978805,0.4356778264,0.3063171268,0.1296276272687772,0.66594620942,0.5584415793,0.8526315689,0.6659462094
