name,knn-1 accuracy stdev,knn-1 accuracy mean,knn-1 accuracy min,knn-1 accuracy max,knn-1 accuracy,knn-1 precision stdev,knn-1 precision mean,knn-1 precision min,knn-1 precision max,knn-1 precision,knn-1 f1 stdev,knn-1 f1 mean,knn-1 f1 min,knn-1 f1 max,knn-1 f1,knn-5 accuracy stdev,knn-5 accuracy mean,knn-5 accuracy min,knn-5 accuracy max,knn-5 accuracy,knn-5 precision stdev,knn-5 precision mean,knn-5 precision min,knn-5 precision max,knn-5 precision,knn-5 f1 stdev,knn-5 f1 mean,knn-5 f1 min,knn-5 f1 max,knn-5 f1,knn-5 accuracy_top5 stdev,knn-5 accuracy_top5 mean,knn-5 accuracy_top5 min,knn-5 accuracy_top5 max,knn-5 accuracy_top5,knn-1_crossvideo accuracy stdev,knn-1_crossvideo accuracy mean,knn-1_crossvideo accuracy min,knn-1_crossvideo accuracy max,knn-1_crossvideo accuracy,knn-1_crossvideo precision stdev,knn-1_crossvideo precision mean,knn-1_crossvideo precision min,knn-1_crossvideo precision max,knn-1_crossvideo precision,knn-1_crossvideo f1 stdev,knn-1_crossvideo f1 mean,knn-1_crossvideo f1 min,knn-1_crossvideo f1 max,knn-1_crossvideo f1,knn-5_crossvideo accuracy stdev,knn-5_crossvideo accuracy mean,knn-5_crossvideo accuracy min,knn-5_crossvideo accuracy max,knn-5_crossvideo accuracy,knn-5_crossvideo precision stdev,knn-5_crossvideo precision mean,knn-5_crossvideo precision min,knn-5_crossvideo precision max,knn-5_crossvideo precision,knn-5_crossvideo f1 stdev,knn-5_crossvideo f1 mean,knn-5_crossvideo f1 min,knn-5_crossvideo f1 max,knn-5_crossvideo f1,knn-5_crossvideo accuracy_top5 stdev,knn-5_crossvideo accuracy_top5 mean,knn-5_crossvideo accuracy_top5 min,knn-5_crossvideo accuracy_top5 max,knn-5_crossvideo accuracy_top5
Embedding-EfficientNetRWM-CXL-OpenSet-QAT&KD,0.013135566352108182,0.9108571290799999,0.8928570747,0.9244444966,0.9108571291,0.022257831087775546,0.90207270384,0.877366662,0.9365632534,0.9020727038,0.01779605753856714,0.9007135510400001,0.8755882978,0.9214999676,0.900713551,0.0181955129195054,0.8547023773,0.8303571343,0.8799999952,0.8547023773,0.017549599815541998,0.82226513622,0.7953580022,0.8398218155,0.8222651362,0.018362069186652667,0.82945529222,0.8078209162,0.8539267778,0.8294552922,0.0161238891625631,0.9598730087,0.9375,0.9822221994,0.9598730087,0.12158468148362177,0.67810287474,0.5368421078,0.8051948547,0.6781028748,0.10184254307076107,0.75571204424,0.6561403871,0.8806853294,0.7557120442,0.11199796006939074,0.6927172660600001,0.5706813335,0.8116342425,0.6927172661,0.10006220120859087,0.64321255682,0.5157894492,0.7348484993,0.6432125568,0.08920261609066192,0.70816329716,0.6077213287,0.8154667616,0.7081632972,0.09237719393372205,0.6436734557,0.5477231741,0.7507243156,0.6436734557,0.07467162691945513,0.910820508,0.8210526109,0.9740259647,0.910820508
Embedding-EfficientNetRWM-CXL-OpenSet,0.02203451652777124,0.87342860698,0.8482143283,0.9022222757,0.8741518259,0.02480156418471409,0.85829417704,0.8306708932,0.891500771,0.8627766967,0.022789037522845845,0.8574222207,0.8318063021,0.8885980844,0.8608380407,0.03073679265732059,0.80748809576,0.7733332515,0.8399999738,0.8095833212,0.033159015155100335,0.7629328847,0.7272588611,0.8007038832,0.7718513906,0.030873413427988095,0.7750960111799999,0.7432356477,0.81421417,0.7802362442,0.018286898576348087,0.95451587438,0.9330357313,0.9822221994,0.9565376937,0.0621643130444527,0.42205041050000003,0.3368421197,0.4814814329,0.4433524832,0.04173540471173538,0.53599330188,0.4934640527,0.6004680395,0.5426636934,0.045588726296361355,0.44211234448000003,0.3917198777,0.4882175028,0.4539978579,0.05552231845609086,0.41780691742,0.3440859914,0.4753085971,0.4275218025,0.07689746227153628,0.501534909,0.3832754493,0.5901353359,0.4930400178,0.05274830886258103,0.432599324,0.3465811014,0.4790218771,0.433745347,0.06672566811135343,0.74670288564,0.6842105389,0.8580247164,0.7623259723
Embedding-EfficientNetRWM-CXL-OpenSet-QAT&KD,0.016280906664992965,0.9044643044399999,0.8839285374,0.9241071939,0.9044643044,0.027567335608157852,0.89392369984,0.8704093695,0.9347555637,0.8939236999,0.020406744319278223,0.89304469824,0.8671910167,0.9218353033,0.8930446982,0.033108023214632146,0.8303571104999999,0.78125,0.866071403,0.8303571105,0.03669435638996837,0.79817966224,0.7476184964,0.8404145837,0.7981796622,0.036419919544234944,0.8039762497,0.7532764673,0.8457467556,0.8039762497,0.011381743322487335,0.95982141494,0.9419642687,0.9732142687,0.9598214149,0.13982295343136936,0.67365368604,0.5157895088,0.7922078371,0.673653686,0.13206242096109297,0.7189363360200001,0.5795698762,0.8846482038,0.718936336,0.1359794464321939,0.68006581068,0.5300787091,0.809541285,0.6800658107,0.13587671045142907,0.61921178102,0.463157922,0.7424242496,0.619211781,0.1137918780148928,0.67290182114,0.5570374727,0.8249640465,0.6729018211,0.12158380741646112,0.62800179124,0.4982355535,0.7605069876,0.6280017912,0.08028821860660774,0.8737073779,0.7419354916,0.9318181872,0.8737073779
Embedding-EfficientNetRWM-CXL-OpenSet-QAT,0.03399899043088871,0.83928571942,0.7946428657,0.883928597,0.8392857194,0.0314224146652866,0.81157171726,0.7736552358,0.8418474793,0.8115717173,0.031046713087932054,0.81896086932,0.7787009478,0.8549436927,0.8189608693,0.03740421398730298,0.80446431636,0.75,0.8392857909,0.8044643164,0.03568121530463821,0.75546144248,0.7156547308,0.7969521284,0.7554614425,0.03789949749745548,0.76947276592,0.716196835,0.8105660677,0.7694727659,0.019097530694043335,0.92142857312,0.9017857313,0.9419642687,0.9214285731,0.11802468298558515,0.36094615458,0.1505376399,0.4285714328,0.3609461546,0.1484869822460147,0.49139336942,0.2762544751,0.670425415,0.4913933694,0.12319257337175275,0.39305601716,0.1752645671,0.4729551673,0.3930560172,0.11378695112566131,0.34602535368,0.1505376399,0.444444418,0.3460253537,0.1436502294037163,0.43571251928,0.1881696731,0.5372080803,0.4357125193,0.11753673242389423,0.35679276286,0.1565246433,0.4543920159,0.3567927629,0.1253791832360967,0.7140971303,0.505376339,0.8209876418,0.7140971303
Embedding-EfficientNetRWM-CXL-OpenSet-QAT,0.01703569351684758,0.87611905334,0.8577777147,0.897321403,0.8761190534,0.01920813809444773,0.86419068576,0.845138967,0.8930167556,0.8641906857,0.01528632523480714,0.8624387145,0.8436918855,0.8800306916,0.8624387145,0.02590217099871055,0.81729757786,0.7866665721,0.8482142687,0.8172975779,0.03402535654732957,0.7717769146,0.7334941626,0.8131017685,0.7717769146,0.02912799437849933,0.78306417464,0.7474153042,0.8139184713,0.7830641747,0.015332346149451146,0.954519856,0.9330357313,0.9733333588,0.954519856,0.06344679087843429,0.42120333908,0.3118279576,0.4629629254,0.4212033391,0.07793007412069346,0.531867367,0.4175627232,0.6122025847,0.531867367,0.057054387579326245,0.44632382987999997,0.3445980549,0.4768886268,0.4463238299,0.06239002960132553,0.39939266442,0.3118279576,0.4545454681,0.3993926644,0.06606387896011175,0.48902706504,0.426050514,0.5806687474,0.489027065,0.04807267189690224,0.41729424002,0.3420760632,0.4652800262,0.41729424,0.09626626451134945,0.7649987340200001,0.6774193645,0.9135802388,0.764998734
Embedding-ViT-Base-CXL-OpenSet,0.013903950861552892,0.80267858506,0.7857142687,0.8169643283,0.8069196641,0.026752644368379697,0.78688936234,0.7430628538,0.8080054522,0.7978459895,0.02181766632434117,0.78676229718,0.7530112863,0.8051386476,0.7952000499,0.01688185747781495,0.74732145072,0.71875,0.7633928657,0.7466517985,0.024336243606837685,0.70467776062,0.6815830469,0.7442234159,0.7043631673,0.01662038754255681,0.71137069464,0.6849027872,0.7309141755,0.7112965286,0.007985954895925634,0.91607142686,0.90625,0.9241071343,0.9185267836,0.10101966042957945,0.28708381356,0.1578947306,0.4197530448,0.3193810843,0.11611606320781055,0.43762831092,0.3216902316,0.5950446129,0.4660772234,0.090668681427391,0.31714825036,0.1968633831,0.4263294637,0.3472194672,0.09728987848276797,0.30048237444,0.1720430106,0.4259259105,0.3150766529,0.1164887304966843,0.39147518872,0.2158218026,0.4997263253,0.3911422342,0.0990234052636557,0.31926550568,0.1851254553,0.4285562336,0.3275583349,0.09920883956221697,0.6693639636200001,0.5161290169,0.7901234627,0.6682838947
Embedding-ViT-Base-CXL-OpenSet-QAT,0.024654869951884335,0.84821432828,0.8258928061,0.8750001192,0.8515625447,0.03255379227544012,0.82889846562,0.7886340022,0.8675565124,0.8325061202,0.030181895762251488,0.8311781764,0.7999684811,0.8649449944,0.8355477005,0.024329345931688312,0.77142852544,0.7499999404,0.8080356717,0.7723213881,0.02550569862269055,0.73465673922,0.7163454294,0.7785681486,0.7379603088,0.028310467810941767,0.74044550656,0.7163877487,0.7863031626,0.7423703223,0.020796094480100204,0.93839286566,0.915178597,0.96875,0.9441964328,0.10654234139614588,0.3674423158,0.1827957034,0.4320987165,0.3671976328,0.15223289499918916,0.46943629684,0.2194060534,0.6314338446,0.4573780559,0.11386616083921752,0.39631009402,0.196699366,0.4774281979,0.3914143108,0.08941275492963502,0.35152669546,0.204301089,0.4350649416,0.3551978394,0.14245873611361876,0.44791867436,0.2340519279,0.5899525881,0.4514522217,0.09934907402887126,0.37745956182,0.2114616632,0.47224015,0.3771572188,0.056694702990150135,0.7262832403,0.6344085932,0.777777791,0.7210119516
Embedding-ViT-Base-CXL-OpenSet-QAT&KD,0.009257326164821519,0.90446429252,0.897321403,0.9196428061,0.9044642925,0.01647739510902709,0.89453514814,0.8822687864,0.9222970009,0.8945351481,0.01318565780143508,0.89251532554,0.8772372603,0.9118208885,0.8925153255,0.0176889206378286,0.825,0.7991071939,0.8482142687,0.825,0.025898773625000007,0.7897123575,0.7643111348,0.8197959661,0.7897123575,0.022020572596036053,0.79768376348,0.7713641524,0.825074017,0.7976837635,0.007335574653527205,0.96339285372,0.9553571343,0.96875,0.9633928537,0.08148566990398276,0.63473652602,0.5578947663,0.7532467842,0.634736526,0.06832765356343307,0.69606565236,0.613479495,0.7932600379,0.6960656524,0.0791690301222688,0.63852845432,0.5698510408,0.7649032474,0.6385284543,0.12105561969088317,0.61892361044,0.4838709533,0.7467532754,0.6189236104,0.08702039665261457,0.67720104456,0.5498985648,0.758087635,0.6772010446,0.11164705518429048,0.61740061642,0.4759517014,0.7400473952,0.6174006164,0.047289482753621485,0.87554996016,0.8279569745,0.9415584207,0.8755499601
Embedding-ViT-Base-CXL-OpenSet-QAT,0.028305105614034733,0.8491071462600001,0.821428597,0.883928597,0.8426339477,0.02858138897931491,0.83998738526,0.8151708841,0.8814713955,0.8356642574,0.030906228457158926,0.83600891828,0.8087624311,0.8749232888,0.8290385455,0.038064423892945703,0.78035713436,0.7321428657,0.821428597,0.7712053508,0.05069971946289614,0.72422955036,0.6789178848,0.7796241045,0.7103809118,0.04575622163885946,0.7409273982,0.6919887066,0.794187963,0.7298558652,0.007058656860280635,0.94196429254,0.9330357313,0.9508928657,0.9419642985,0.10884598336578594,0.394937706,0.215053767,0.4691357613,0.4015668556,0.17843912265288972,0.51352633236,0.2684036493,0.7451967001,0.5317740291,0.11683171924638022,0.4190871328,0.2265331894,0.5039117932,0.4262786023,0.10281372002426217,0.35423367322,0.1720430106,0.4166666567,0.3480552398,0.18215665737660092,0.47763567566,0.2055988014,0.7063655853,0.4707288072,0.10923941955066556,0.3769931376,0.1858285069,0.4576916993,0.3667109087,0.08937738859182849,0.72524646522,0.5698924661,0.7803030014,0.714452818
Embedding-ResNet-152-CXL-OpenSet-PTQ,0.0363329066074247,0.74238493442,0.6875000596,0.7866666317,0.6875000596,0.030594921269803305,0.73274403812,0.6864588261,0.7629253864,0.6864588261,0.035731853917384766,0.72862380742,0.6766055822,0.7654221058,0.6766055822,0.03597912736612114,0.6969523668000001,0.65625,0.7366071343,0.65625,0.05241649274305288,0.62029548884,0.5641084909,0.6811719537,0.5641084909,0.047408846277335756,0.64044970272,0.5921259522,0.69399786,0.5921259522,0.021679636320724827,0.8867857098399999,0.8616071343,0.9066666961,0.8616071343,0.12192045494493028,0.32603367567999997,0.1894736886,0.5151515007,0.1894736886,0.1825603838372887,0.4486474633,0.3005444705,0.7652558684,0.3005444705,0.13372545213496143,0.36131720842,0.2324210554,0.5855059624,0.2324210554,0.09161589999508078,0.3907565713,0.2526315749,0.5,0.2526315749,0.1779572127972817,0.42839878202,0.2582456172,0.7220614552,0.2582456172,0.1036963054938256,0.3888292432,0.2554077506,0.5431622863,0.2554077506,0.10965775144422987,0.6191099047799999,0.4526315928,0.7348484993,0.4526315928
Embedding-ResNet-18-CXL-OpenSet-PTQ,0.03356624476321094,0.7736150860600001,0.7410714626,0.8088889122,0.7410714626,0.036702119951632486,0.74616994856,0.6973457336,0.7879152894,0.6973457336,0.03542645432311078,0.75434376002,0.7153084874,0.7938001156,0.7153084874,0.027979550703206776,0.71924208402,0.6785714626,0.7544642687,0.6785714626,0.043946854680503834,0.67191190718,0.6028265357,0.7045907974,0.6028265357,0.036690982820055784,0.67463115454,0.6254490018,0.7160097361,0.6254490018,0.015537174425494014,0.88147221804,0.8666666746,0.90625,0.8666666746,0.08859043349892708,0.27232662736,0.1789473742,0.3863636255,0.1789473742,0.11003607241592019,0.35777205824,0.2402669489,0.517521739,0.2402669489,0.08109798443022874,0.29649552108,0.2143920809,0.391543448,0.2143920809,0.05591484059580465,0.32309299112,0.2526315749,0.401515156,0.2526315749,0.05555292725710506,0.36721032259999997,0.3069304228,0.4505370259,0.3069304228,0.05469442586656806,0.32476347686,0.2655723691,0.400762558,0.2655723691,0.02815756422005264,0.56000795364,0.5268816948,0.5984848738,0.5268816948
Embedding-ViT-Clip-CXL-OpenSet-PTQ,0.036080070974211134,0.87338888646,0.8258928657,0.9244443774,0.8258928657,0.0483149273361966,0.8549406767,0.8069347143,0.9301698208,0.8069347143,0.043550512944731834,0.85869004726,0.8081153035,0.922894001,0.8081153035,0.025206789136295395,0.80122221708,0.7678571343,0.8258928657,0.7678571343,0.043209824142348204,0.75786049364,0.7068814039,0.7918056846,0.7068814039,0.03462015984117046,0.7644674301,0.7259563804,0.7989082336,0.7259563804,0.017781123270524137,0.94114285706,0.9241071343,0.9644444585,0.9241071343,0.05424416076642051,0.45548322202,0.3894737065,0.5161290169,0.3894737065,0.08796082827445006,0.59817683698,0.4934092164,0.7063660622,0.4934092164,0.050299106317174685,0.48848131892,0.4281109273,0.5530750751,0.4281109273,0.03528447509471425,0.4575620651,0.4197530746,0.4946236312,0.4197530746,0.07573099865286448,0.51896511318,0.4377752841,0.6196042895,0.4377752841,0.04979325383271806,0.46234176158,0.4201442301,0.5169714689,0.4201442301,0.11187190589494284,0.7312960267,0.5894736648,0.9032257795,0.5894736648
Embedding-EfficientNet-Small-CXL-OpenSet-PTQ,0.02676691476085853,0.82259924412,0.7812500596,0.8488889933,0.7812500596,0.02737061685731974,0.81396552326,0.7917904854,0.8538835645,0.7917904854,0.026671959969650067,0.80817912816,0.776353538,0.8436872959,0.776353538,0.02491587129990423,0.74419443608,0.7142856717,0.7767856717,0.7142856717,0.039989099135078365,0.69475394488,0.6268739104,0.7303442955,0.6268739104,0.03501322876817139,0.69939035178,0.6526783109,0.7353799939,0.6526783109,0.02842141025918248,0.92597618102,0.897321403,0.9688888788,0.897321403,0.09996885320240828,0.42470473648,0.3225806355,0.5259740353,0.3225806355,0.16129733822120995,0.52075006962,0.3124218285,0.7511800528,0.3124218285,0.12070011241157885,0.45112652181999996,0.3011508584,0.5963151455,0.3011508584,0.11972820408706593,0.46593503952,0.3052631915,0.5909090638,0.3052631915,0.14299131885828006,0.51423788668,0.3719379306,0.7182484269,0.3719379306,0.13850484694335063,0.45771819950000003,0.3098687828,0.6372053623,0.3098687828,0.10928491827108848,0.70501432418,0.5473684072,0.8333333135,0.5473684072
Embedding-EfficientNet-Large-CXL-OpenSet-PTQ,0.046832056284040954,0.71476190092,0.6428571343,0.7633928061,0.6428571343,0.06516043575430373,0.6909436345,0.5888008475,0.7523646355,0.5888008475,0.055213455025217226,0.69518952368,0.6097604036,0.7440702319,0.6097604036,0.04333608733848831,0.6470436454,0.5758928657,0.678571403,0.5758928657,0.027862221830972457,0.58616691824,0.5448980331,0.6193178892,0.5448980331,0.0376018268460713,0.59786268472,0.5308991075,0.6192577481,0.5308991075,0.0331230868199391,0.87072222234,0.8169642687,0.9066666961,0.8169642687,0.0959131553112034,0.25316146314,0.1157894731,0.348484844,0.1157894731,0.15838678703510425,0.40131031574000003,0.2198830396,0.6193467379,0.2198830396,0.11707139896390736,0.2935902566,0.1406579018,0.4390924573,0.1406579018,0.11495491661989449,0.29907052814,0.1789473742,0.4848484993,0.1789473742,0.14769282557020452,0.34886078238,0.2241521925,0.5773491859,0.2241521925,0.13115465153884584,0.3061665952,0.2051389515,0.5259814858,0.2051389515,0.14645821828858968,0.5442764341799999,0.3789473772,0.7045454383,0.3789473772
Embedding-SwinV2-Large-CXL-Open-PTQ,0.04614576405206681,0.9616190672,0.8839285374,0.9955555797,0.8839285374,0.051829532835547885,0.96034032106,0.8712188601,0.9957488179,0.8712188601,0.05645351214309208,0.95551456212,0.8589518666,0.9948642254,0.8589518666,0.050668478415176535,0.91973809004,0.8303570747,0.9511110783,0.8303570747,0.05694038759797431,0.89678244592,0.8010292053,0.9387205243,0.8010292053,0.06489962243079395,0.89815257786,0.7842441797,0.9409685135,0.7842441797,0.015464731985897493,0.9910714268599999,0.9642857313,1.0,0.9642857313,0.2154359908505245,0.8545045495,0.4736842513,0.9696969986,0.4736842513,0.19701803018694738,0.87641888856,0.5327935219,0.9935064912,0.5327935219,0.2165383417935579,0.8561918199,0.4758611023,0.9770230055,0.4758611023,0.2296304214843799,0.8296355843800001,0.4421052933,0.9805195928,0.4421052933,0.21698405526279382,0.83688596488,0.5012440085,0.9879664183,0.5012440085,0.2421948504789186,0.82050802112,0.4212296903,0.9833365083,0.4212296903,0.1679691836681398,0.92146080732,0.6210526228,1.0,0.6210526228
Embedding-EfficientNet-Medium-CXL-OpenSet-PTQ,0.03612822488659692,0.85199605228,0.7946428657,0.8844444156,0.7946428657,0.04261265281814827,0.8370391488,0.7728438973,0.8753061295,0.7728438973,0.04627845358549108,0.83446861506,0.7606099248,0.8730920553,0.7606099248,0.05443900330397568,0.7931547761,0.7232143283,0.853333354,0.7232143283,0.07678855060363833,0.74909479618,0.6699690819,0.8285209537,0.6699690819,0.06903532957379269,0.74972908496,0.6604480743,0.8290174007,0.6604480743,0.011012441798784764,0.9465079426799999,0.9330357313,0.9599999785,0.9330357313,0.12873867207556952,0.52152052522,0.347368449,0.6515151858,0.347368449,0.15470375339806627,0.57570061086,0.4151433706,0.7706081867,0.4151433706,0.1411366024189436,0.5377638817,0.376603961,0.698705852,0.376603961,0.1288927230007746,0.53617600204,0.3578947484,0.6742423773,0.3578947484,0.15678909121931767,0.5736894369,0.4035834074,0.7838903069,0.4035834074,0.13529347962938904,0.53758158088,0.368740052,0.7006215453,0.368740052,0.12498330843651065,0.78695220946,0.5789473653,0.8896104097,0.5789473653
Embedding-SwinV2-Small-CXL-Open-PTQ,0.03911405748801127,0.95894842148,0.9062498808,0.9955556393,0.9062498808,0.0403038057592266,0.95691001416,0.9020097256,0.995675683,0.9020097256,0.04510491514083176,0.95291903018,0.8921188712,0.9952685833,0.8921188712,0.045678685652225166,0.91259921788,0.834821403,0.9466666579,0.834821403,0.06805561089255223,0.87592238188,0.7570394874,0.9242801666,0.7570394874,0.06054925685087815,0.88798563478,0.7835831046,0.9323711991,0.7835831046,0.018783991256376534,0.98750396966,0.9553571343,1.0,0.9553571343,0.19004906257164927,0.8418148279,0.5052631497,0.9675325751,0.5052631497,0.20544695083431855,0.86779850722,0.5029547215,0.9852272868,0.5029547215,0.20514466168354065,0.84507281184,0.4813490212,0.9708829522,0.4813490212,0.20196253433590983,0.81658048628,0.4631578922,0.9675325155,0.4631578922,0.25870735999850364,0.82199965716,0.3677527308,0.9851781726,0.3677527308,0.2297435871567849,0.80574953556,0.4028649926,0.9718068242,0.4028649926,0.14179698250693246,0.92730332612,0.6736842394,0.9935064912,0.6736842394
Embedding-SwinV2-Base-CXL-Open-PTQ,0.037139508228422366,0.98125796318,0.9151785374,1.0000001192,0.9151785374,0.04095578610831879,0.97954289912,0.9066032171,1.0000001192,0.9066032171,0.044493204495060154,0.97795444726,0.8986609578,1.0000001192,0.8986609578,0.041202909339993085,0.9375714302,0.866071403,0.9688888788,0.866071403,0.05198296385470819,0.91175312994,0.8231204152,0.9585741162,0.8231204152,0.05295639921760333,0.91809556484,0.8268862367,0.9624165893,0.8268862367,0.01197894320276874,0.99464285374,0.9732142687,1.0,0.9732142687,0.2009736242310402,0.89569792746,0.5368420482,1.0,0.5368420482,0.20387025390249738,0.8974302888,0.5334365368,1.0,0.5334365368,0.20546727010925622,0.8944149971199999,0.5276107788,1.0,0.5276107788,0.220449981651938,0.88851146696,0.4947368503,1.0,0.4947368503,0.23063649289058086,0.88754651546,0.4754098654,1.0,0.4754098654,0.23625048086278216,0.88230430484,0.4602722228,1.0,0.4602722228,0.13651783611754206,0.93894736766,0.6947368383,1.0,0.6947368383
Embedding-ViT-DinoV2-CXL-OpenSet-PTQ,0.047044448893467206,0.2673333496,0.1964285821,0.324444443,0.1964285821,0.03744524846931524,0.25414621234,0.1988992542,0.2955422103,0.1988992542,0.03759374358162772,0.25206305683999997,0.1922506094,0.2930300832,0.1922506094,0.03988292417395244,0.33238889574,0.2678571343,0.3733333349,0.2678571343,0.026117114372795222,0.2614540428,0.2164504081,0.2831428647,0.2164504081,0.02839881587739083,0.26670807302,0.2194219679,0.2951272428,0.2194219679,0.020072172581312997,0.61942857504,0.5982142687,0.6399999857,0.5982142687,0.06542232260451201,0.11244830116,0.0430107526,0.1948052049,0.0430107526,0.09137116050974857,0.18210313022000002,0.1032258123,0.311403513,0.1032258123,0.07405508233786015,0.13566864804,0.0607210658,0.2170881778,0.0607210658,0.05699579460477912,0.13769280836,0.0430107526,0.1883116961,0.0430107526,0.04482153957507584,0.1759547025,0.1217421144,0.2421052605,0.1217421144,0.05243298307434159,0.13932112456,0.0589161143,0.1986504793,0.0589161143,0.05929172358240907,0.36436203718,0.2795698941,0.4285714328,0.2795698941
Embedding-ResNet-50-CXL-OpenSet-PTQ,0.030371434621980744,0.72815474272,0.6919642687,0.772321403,0.6919642687,0.03583817569540708,0.71184748412,0.6790497303,0.7731112838,0.6790497303,0.03515080302233722,0.71159981488,0.6756908894,0.767463088,0.6756908894,0.029458614717791893,0.6648849248800001,0.633928597,0.7053570747,0.633928597,0.049937858329453175,0.5900376200599999,0.5282437801,0.644698143,0.5282437801,0.0381023305536644,0.60901952984,0.5611716509,0.6604053378,0.5611716509,0.02499742891207704,0.8796825409,0.852678597,0.9107142687,0.852678597,0.08434083311402356,0.22247094511999999,0.1298701316,0.3440859914,0.1298701316,0.0613993714415132,0.3513438642,0.2703462541,0.4229390621,0.2703462541,0.07651228281039336,0.25420606434,0.1734547317,0.3715236783,0.1734547317,0.11112232473985184,0.26000889836,0.1684210598,0.4259259105,0.1684210598,0.070430981343616,0.31844047904,0.2201581001,0.4007498622,0.2201581001,0.09036149801196103,0.27486124338,0.1829849333,0.3920806944,0.1829849333,0.08602957088257299,0.53220753074,0.4393939376,0.6451612711,0.4393939376
Embedding-ViT-Large-CXL-OpenSet-PTQ,0.009608800241955318,0.1782380998,0.1651785523,0.1911111325,0.1651785523,0.017658592338112802,0.18022054136,0.1630758941,0.2045194507,0.1630758941,0.010084355482071053,0.17551804482,0.1621239036,0.1883855462,0.1621239036,0.03472242026091141,0.23523016276,0.1964285672,0.2755555809,0.1964285672,0.039550912728833404,0.1634738594,0.1122321188,0.2157770842,0.1122321188,0.027450613213220815,0.18285838664,0.1425608546,0.2038592398,0.1425608546,0.026470588242221062,0.50713095664,0.4821428657,0.5491071343,0.4821428657,0.05055815872647842,0.0939688485,0.0215053763,0.1578947455,0.0215053763,0.07539062964106996,0.15018013346,0.0595533513,0.2690058649,0.0595533513,0.06075274770705558,0.1116460338,0.0315997377,0.1989906281,0.0315997377,0.05246105155791922,0.1038024828,0.0322580636,0.1543209851,0.0322580636,0.08807187873604008,0.13724246846,0.0464516096,0.2824561298,0.0464516096,0.05964688699218945,0.11315671876,0.0380750932,0.1936842054,0.0380750932,0.09228745005717745,0.32441151738,0.1827957034,0.4350649416,0.1827957034
Embedding-EfficientNetRWM-CXL-OpenSet-PTQ,0.04876232043437403,0.94555557966,0.875,0.9911111593,0.875,0.0568226693622282,0.93769338132,0.8547918797,0.9921202064,0.8547918797,0.05371322106443089,0.93991452454,0.8619722724,0.9910557866,0.8619722724,0.0546332460323366,0.9081269741,0.8169642091,0.9511110783,0.8169642091,0.08022697864960977,0.87487374544,0.7419692874,0.9390547276,0.7419692874,0.06948411177760751,0.88443431852,0.7688091397,0.942132473,0.7688091397,0.021552630399297452,0.98036111594,0.946428597,1.0,0.946428597,0.20201946200013488,0.8090365767400001,0.4631579518,0.9610390663,0.4631579518,0.18115577651670559,0.83210133314,0.5495565534,0.9801207781,0.5495565534,0.19118865783093336,0.8145120859,0.4993728995,0.9655675888,0.4993728995,0.21071074091136965,0.80644277334,0.4631579518,0.9480519891,0.4631579518,0.1934904915091276,0.82340040208,0.5482456684,0.9746089578,0.5482456684,0.21192623572357044,0.8028032064399999,0.474414885,0.9565473199,0.474414885,0.16081487494817615,0.91909871102,0.6315789223,1.0,0.6315789223
Embedding-ViT-Base-CXL-OpenSet-PTQ,0.03662441216972975,0.62653571368,0.5955555439,0.6844444871,0.5955555439,0.039977913573675555,0.60579248668,0.5449629426,0.6566041708,0.5449629426,0.03709160653884133,0.60411013366,0.5654206872,0.661773026,0.5654206872,0.03688388015572095,0.62478568554,0.5733332634,0.6666666269,0.5733332634,0.04100256973996538,0.5636460662,0.5269107819,0.6272928119,0.5269107819,0.03594309031060649,0.5620824933,0.5184599161,0.6126409173,0.5184599161,0.0075678132939616255,0.8547182560200001,0.8482142687,0.8666666746,0.8482142687,0.0880911430853639,0.2015023455,0.0736842081,0.314814806,0.0736842081,0.11031476906210724,0.31525357662,0.1921798736,0.4494104385,0.1921798736,0.10096305290322682,0.231028384,0.0989595205,0.3650646508,0.0989595205,0.11866451665645719,0.2122778192,0.0631578937,0.3888888955,0.0631578937,0.10001702361918158,0.2342224434,0.1160734668,0.3475930095,0.1160734668,0.1065130498209221,0.20648542644,0.0880382806,0.3627044559,0.0880382806,0.1238660821602888,0.48139870762,0.2947368324,0.6172839403,0.2947368324
